prompt,output
"Katika Raiders of the Lost Ark, wakati wa sherehe ya ufunguzi wa Sanduku la Agano, wanajeshi wa Nazi walileta Sanduku la Agano juu ya mlima huku Belloq akisema kitu kabla ya kulifungua Sanduku hilo. Kisha walichukua mchanga kutoka kwenye Sanduku na ghafla roho zikatoka ndani ya Sanduku na wote wakauawa (isipokuwa Indy na Marion) na roho hizo zilizokuwa zimeachiliwa kutoka kwenye Sanduku. Wakati huo huo, Indy anamwomba Marion afumbe macho yake. Hawakuliona Sanduku lilipofunguliwa, kwa hivyo waliokoka. Katika tukio hilo, kitu ambacho sielewi ni jinsi gani Indy alijua asitazame ndani ya Sanduku lilipofunguliwa?
","Kulikuwa na tukio lililofutwa ambalo lilieleza hili:

  Sehemu ya hadithi iliyohusisha Sanduku la Agano ilikatwa kutoka kwenye filamu na inaashiriwa tu wakati wa mwisho ambapo Sanduku linafunguliwa.
  Kimsingi, kulikuwa na sheria 2 kuhusu Sanduku ambazo hazikutajwa katika toleo la mwisho la filamu:

  * Ukiligusa Sanduku, utakufa
  * Ukilitazama Sanduku linapofunguliwa, utakufa

  Hii inaelezewa kwanza katika mazungumzo ya ziada kwa tukio ambapo Indy na Sallah wanamtembelea Imam. Kabla ya kutafsiri maandishi kwenye kipande cha kichwa yanayotoa urefu wa Fimbo ya Ra, Imam anamwonya Indy asiliguse Sanduku au kulilazaama linapofunguliwa.
   [Chanzo]
  Tukio linalofuata linalohusisha sehemu hii ndogo ya hadithi ya Sanduku ni wakati Sallah na Indy wanaliondoa Sanduku kutoka Kisima cha Roho. Wakati Sallah analiona kwa mara ya kwanza, ananyoosha mkono kuligusa. Indy anamzuia kabla hajafanya hivyo na kumkumbusha onyo la Imam. Kisha wanaingiza nguzo ndefu kila upande wa Sanduku ili kulitoa kutoka kwenye kaburi lake.
   [Chanzo]
  Ona kwamba hakuna mtu anayeligusa Sanduku katika filamu yote hadi mwisho.

Na kutoka kwenye Biblia (Toleo la King James):

  1 Samweli 6:19:
   Naye akawapiga watu wa Beth-shemeshi, kwa sababu wameangalia ndani ya sanduku la Bwana, akapiga watu elfu hamsini na sabini...
  2 Samweli 6:6-7
  Nao walipofika kwenye sakafu ya kupuria ya Nakoni, Uza akaunyosha mkono wake kulishika sanduku la Mungu; maana ng'ombe walilitingisha. Hasira ya Bwana ikawaka juu ya Uza; naye Mungu akampiga pale kwa kosa lake; naye akafa hapo karibu na sanduku la Mungu.
"
"Ni nini kinaweza kutokea ukiunganisha ncha mbili za kebo ya mtandao kwenye swichi/ruta moja? Je, hii itasababisha matatizo kwenye mtandao, au itapuuzwa tu?
","Inategemea kipanga njia/swichi.
Ikiwa ni ""Inayosimamiwa"" - Kama vile Netgear bora, Cisco au HP Procurve, au ina STP (Itifaki ya Mti Mkuu) au mojawapo ya matoleo yake yamewezeshwa, kuna sekunde chache za kichaa kabisa, kisha swichi inatambua kuwa kuna kitanzi katika topolojia ya mtandao, na inazuia mojawapo ya bandari.
(Nimeelezea tu muunganiko upya wa STP kama ""kichaa kabisa"" kwa sababu ikiwa unatumia STP ya mtindo wa zamani, polepole, basi muunganiko upya unaweza kuchukua sekunde 30 au zaidi, kulingana na ugumu wa mtandao. Viendelezi maalum vya STP kama vile BackboneFast na kadhalika vitapunguza hili, lakini bado unaweza kuishia na kipindi kifupi cha mtandao usiotulia kidogo. STP ya haraka ni ya haraka sana kuungana, kwa sababu ya algorithm tofauti)
Ikiwa ni ""Isiyosimamiwa"" - Kama vile vifaa vyote vya daraja la SOHO, na sehemu nzuri ya swichi ndogo za bandari 4-8, basi mambo yote mabaya yatatokea, kwani umetengeneza tu kitanzi katika mtandao, na trafiki yote huelekea kurukaruka ndani ya kitanzi.
Sababu hii hutokea ni kwa sababu swichi zinategemea mchakato wa kujifunza anwani za MAC ili kupanga anwani za MAC kwa bandari za kimwili. Katika mtandao usio na kitanzi, anwani moja ya MAC itaonekana tu kwa swichi kwenye bandari maalum ya kimwili. Ikiwa una kitanzi, basi swichi itaona njia nyingi za kwenda kwenye anwani sawa ya MAC, na labda anwani nyingi za MAC kwenye bandari nyingi, kwa hivyo badala ya trafiki kubadilishwa kwa ufanisi, itatangazwa popote inapoziona MAC. Hii inajulikana kama ""Dhoruba ya Utangazaji"".
Hii inaweza kutumia haraka nguvu zote za CPU ya swichi, kujaza bafa za kusambaza na kupokea, pamoja na kuchafua jedwali la anwani za MAC.
Kimsingi, ikiwa utaunda kitanzi kwenye mtandao, utajua kuhusu hilo, ama kupitia ufuatiliaji (kugundua mabadiliko katika topolojia ya STP [una ufuatiliaji, sivyo?]), au kwa kila kitu kuanguka chini kwa kasi.
Ukiangalia swichi ambayo ina dhoruba ya utangazaji juu yake, unaona kuwa taa zote za shughuli za bandari zina blink kwa wakati mmoja.
"
"du -sh *
","Toleo la BSD la ```du``` linalotumika katika OS X huripoti ukubwa katika vizuizi vya baiti 512 -- ukubwa huongezwa kwa thamani ya vizuizi 512 inayofuata. Hii inakueleza nafasi kwenye diski, ambayo ni kubwa kuliko kiwango cha data. Ikiwa una faili nyingi ndogo, tofauti inaweza kuwa kubwa.
Hapa kuna mfano.
Hii ndio thamani iliyo na ```du``` ya kawaida. Iko katika vizuizi vya baiti 512:
```$ du -s
248   .
```
Bendera ya ```-h``` inatoa nambari inayosomeka zaidi, katika kilobaiti. Kama inavyotarajiwa, ni nusu ya idadi ya vizuizi vya baiti 512:
```$ du -hs
124K  .
```
Mwishowe, unaweza kutumia ```find``` na ```awk``` kukupa jumla ya baiti halisi katika faili. Hii ni polepole kiasi, lakini inafanya kazi:
```$ find . -type f -exec ls -l {} \; | awk '{sum += $5} END {print sum}'
60527
```
Thamani hii inalingana kabisa na nambari iliyoripotiwa na dirisha la Pata Maelezo la Finder. (Hakuna uma au xattrs za ajabu katika seti hii ya faili.) Ni ndogo sana kuliko thamani iliyoripotiwa na ```du```.
Hivi ndivyo inavyofanya kazi: inapata orodha ya faili zote, na inazipeleka kwa ```ls -l```; kisha ```awk``` inatumika kuhesabu baiti. Bendera ya ```-type f``` iko pale ili faili tu (na sio saraka) zitumiwe kwa ```ls```. Bila bendera hiyo, pia itatuma majina ya saraka kwa ```ls```, na kila faili itaorodheshwa mara mbili: mara moja kama faili ya kibinafsi, na mara moja kama kipengee kwenye saraka.
Toleo la GNU la ```du``` linaweza kutoa thamani katika baiti halisi badala ya vizuizi. Inasikitisha kwamba toleo la BSD la ```du``` halina uwezo mwingi.
"
"```swahili
Nimekuwa nikiandika msimbo wa C na C++ kwa karibu miaka ishirini, lakini kuna kipengele kimoja cha lugha hizi ambacho sijawahi kuelewa kikamilifu. Nimetumia wazi ugeuzaji wa kawaida yaani
```MyClass *m = (MyClass *)ptr;
```
kila mahali, lakini inaonekana kuna aina zingine mbili za ugeuzaji, na sijui tofauti. Tofauti kati ya mistari ifuatayo ya msimbo ni nini?
```MyClass *m = (MyClass *)ptr;
MyClass *m = static_cast(ptr);
MyClass *m = dynamic_cast(ptr);
```
","## static_cast

`static_cast` hutumika katika visa ambapo kimsingi unataka kubatilisha ubadilishaji fiche, kwa vizuizi na nyongeza chache. `static_cast` haifanyi ukaguzi wowote wa muda wa utekelezaji. Hii inapaswa kutumiwa ikiwa unajua kuwa unarejelea kitu cha aina maalum, na hivyo ukaguzi hautakuwa wa lazima. Hapa kuna mfano:

```
void func(void *data) {
  // Ubadilishaji kutoka MyClass* -> void* ni fiche
  MyClass *c = static_cast<MyClass*>(data);
  ...
}

int main() {
  MyClass c;
  start_thread(&func, &c)  // func(&c) itaitwa
      .join();
}
```
Katika mfano huu, unajua kuwa ulipitisha kitu cha `MyClass`, na hivyo hakuna haja ya ukaguzi wowote wa muda wa utekelezaji ili kuhakikisha hili.

## dynamic_cast

`dynamic_cast` ni muhimu wakati haujui aina thabiti ya kitu hicho. Inarudisha kionyeshi tupu ikiwa kitu kinachorejelewa hakina aina iliyoigizwa kama darasa la msingi (unapoigiza kwa marejeleo, ubaguzi wa `bad_cast` hutupwa katika hali hiyo).

```
if (JumpStm *j = dynamic_cast<JumpStm*>(&stm)) {
  ...
} else if (ExprStm *e = dynamic_cast<ExprStm*>(&stm)) {
  ...
}
```
""Uigizaji-juu"" (kuigiza kwa darasa la msingi) daima ni halali na `static_cast` na `dynamic_cast`, na pia bila uigizaji wowote, kwani ""uigizaji-juu"" ni ubadilishaji fiche (kuchukulia darasa la msingi linapatikana, yaani, ni urithi wa `public`).

## Uigizaji wa Kawaida

Uigizaji huu pia huitwa uigizaji wa mtindo wa C. Uigizaji wa mtindo wa C kimsingi ni sawa na kujaribu safu ya mfuatano wa uigizaji ya C++, na kuchukua uigizaji wa kwanza wa C++ ambao unafanya kazi, bila kuzingatia `dynamic_cast`. Haina haja ya kusema, hii ina nguvu zaidi kwani inachanganya yote ya `const_cast`, `static_cast` na `reinterpret_cast`, lakini pia si salama, kwa sababu haitumii `dynamic_cast`.

Kwa kuongezea, uigizaji wa mtindo wa C haukuruhusu tu kufanya hivi, lakini pia hukuruhusu kuigiza kwa usalama kwa darasa la msingi la kibinafsi, wakati mfuatano ""sawa"" wa `static_cast` utakupa kosa la wakati wa kukusanya kwa hilo.

Watu wengine hupendelea uigizaji wa mtindo wa C kwa sababu ya ufupi wao. Ninazitumia kwa uigizaji wa nambari pekee, na ninatumia uigizaji wa C++ unaofaa wakati aina zilizobainishwa na mtumiaji zinahusika, kwani zinatoa ukaguzi mkali zaidi.
"
"Kwa nini vyoo havitumii maji ya chumvi?
","Jibu kuu ni kimantiki. Kujenga mtandao wa mabomba kusafirisha maji hadi kwenye nyumba ni juhudi kubwa, na maeneo mengi ambapo hilo limefanyika yameona kuwa ni ghali sana. Kutoa seti ya pili ya mabomba ya kuleta maji ya chumvi kwenye nyumba labda kungegharimu karibu sawa. Isipokuwa kwamba miji hufanya jitihada kubwa kuweka hifadhi zao za maji juu ya mji iwezekanavyo ili wasitumie nguvu nyingi kwa kusukuma maji. Miji michache iliyo na maji ya bahari juu yao hulipa sana kusukuma maji nje.

Tatizo dogo la pili ni kwamba mitambo ya kusafisha maji taka kimsingi ni ya kibiolojia. Wanakuza vitu kwenye maji taka ili kuvunja. Lakini vitu vingi hivyo havitaota kwenye maji ya chumvi. Tayari ni changamoto kuweka kemikali zenye sumu nje ya maji taka. Ili hii ifanye kazi, inaweza kuwa muhimu kuongeza seti ya pili ya mabomba ya maji taka ili kubeba maji hayo, na kukuza mbinu mpya za kutibu maji taka hayo yenye chumvi (maji taka yaliyotibiwa hayawezi kuenezwa kwenye mashamba, kwa mfano).

Itakuwa rahisi zaidi, nafuu na ya kuaminika zaidi kununulia kila mtu choo cha mboji ili kuchukua nafasi ya kila choo walicho nacho sasa. Kama hatua ya nusu, kuamuru vyoo vya kiuchumi zaidi kutasaidia, kama vile kampeni za elimu kama zile zinazowahimiza watu wasisukume kabisa wanapokojoa. Hata kwa tangi la busara ambalo lina ""nusu sukuma"" ya lita 2, hiyo ni lita mbili zinazopotea kila mtu anapokojoa.

Zaidi ya hayo, chumvi si nzuri kwa mabomba. Mabomba mengi, hata leo, ni ya udongo au saruji, na maji ya chumvi ni mabaya kwa haya yote mawili. Haiwezekani kuzunguka hilo, ni ghali tu.
"
"Ninawezaje kurekebisha sehemu ndani ya aina mpya ya data ya JSON ya PostgreSQL?
","Ukiwa na Postgresql 9.5, inaweza kufanyika kwa kufuata-
```UPDATE test
SET data = data - 'a' || '{""a"":5}'
WHERE data->>'b' = '2';
```
AU
```UPDATE test
SET data = jsonb_set(data, '{a}', '5'::jsonb);
```

Mtu aliuliza jinsi ya kusasisha sehemu nyingi kwenye thamani ya jsonb mara moja. Tuseme tunaunda jedwali:
```CREATE TABLE testjsonb ( id SERIAL PRIMARY KEY, object JSONB );
```
Kisha tunaINGIZA safu ya majaribio:
```INSERT INTO testjsonb
VALUES (DEFAULT, '{""a"":""one"", ""b"":""two"", ""c"":{""c1"":""see1"",""c2"":""see2"",""c3"":""see3""}}');
```
Kisha tunasasisha safu:
```UPDATE testjsonb SET object = object - 'b' || '{""a"":1,""d"":4}';
```
Ambayo hufanya yafuatayo:

* Husasisha sehemu ya a
* Huondoa sehemu ya b
* Huongeza sehemu ya d

Kuchagua data:
```SELECT jsonb_pretty(object) FROM testjsonb;
```
Itasababisha:
```      jsonb_pretty
-------------------------
 {                      +
     ""a"": 1,            +
     ""c"": {             +
         ""c1"": ""see1"",  +
         ""c2"": ""see2"",  +
         ""c3"": ""see3"",  +
     },                 +
     ""d"": 4             +
 }
(safu 1)
```
Ili kusasisha sehemu ndani, usitumie opereta unganishi ```||```. Tumia badala yake jsonb_set. Ambayo si rahisi:
```UPDATE testjsonb SET object =
jsonb_set(jsonb_set(object, '{c,c1}','""seeme""'),'{c,c2}','""seehim""');
```
Kutumia opereta unganishi kwa {c,c1} kwa mfano:
```UPDATE testjsonb SET object = object || '{""c"":{""c1"":""seedoctor""}}';
```
Itaondoa {c,c2} na {c,c3}.
Kwa nguvu zaidi, tafuta nguvu kwenye hati za kazi za postgresql json. Mtu anaweza kuwa na hamu ya opereta ya ```#-```, kazi ya ```jsonb_set``` na pia kazi ya ```jsonb_insert```.
"
"Naona kwamba uwezo wa kuishi na utendaji wa jumla wa kikosi changu unaongezeka sana kutoka kiwango cha 1 hadi 2. Wakati mwingine, kiwango cha 1 kinahisi kama mchezo tofauti kabisa kutoka kiwango cha 2. Hata hivyo, sielewi jinsi au kwa nini. Nadhani upatikanaji wa uponyaji una uhusiano fulani na hilo. Kutoka mtazamo wa kimakanika, kuna sababu yoyote ya kina kwa nini kiwango cha 1 na kiwango cha 2 zinaonekana tofauti sana? Zaidi ya hayo, kwa nini sioni tofauti kama hizo kati ya viwango vya baadaye, kama vile 6 na 7?
","Karibu Rusty Dagger Shanktown!
Kile umeona kimezungumziwa sana—kiwango cha 1 mara nyingi huitwa ""rusty dagger shanktown."" Ni hatari sana, badala ya aina ya ndoto ya kishujaa ambayo Dungeons & Dragons hujitangaza kuwa. Ni vigumu sana kwa Kompyuta za kiwango cha 1 kufanya matukio kweli. Vikundi vingi sana huepuka kiwango cha 1 kwa sababu hii (vingi huruka cha 2 pia, ingawa tayari ni tofauti sana). Binafsi, nitajumuisha kiwango cha 1 mara nyingi, lakini Kompyuta kimsingi huongeza kiwango hadi cha 2 karibu kabisa kwenye XP ya kuigiza.
Kumbuka kuwa hii sio ya kipekee kwa 3.5e; inarudi nyuma hadi siku za mwanzo za D&D. Pathfinder, bila shaka, ilirithi kutoka 3.5e (sijui kuhusu PF 2e). Pia ni kweli sana katika 5e—baada ya 4e kufanikiwa kuiepuka, ambayo inaweza kumaanisha kuwa hii inachukuliwa kama ""kipengele"" na wengine, kiasi kwamba Wizards of the Coast walihisi hitaji la kuirejesha kama sehemu ya ""kurudi kwa fomu"" kwa ujumla ya 5e baada ya toleo la nne lililogawanya.
Hata hivyo, sababu kuu za rusty dagger shanktown:
Viwango vya afya
Karibu mtu yeyote anaweza kumuua mhusika wa kiwango cha 1 mara moja. Ni rahisi sana kuwa na hp 6 katika ulimwengu ambapo uharibifu wa msingi wa silaha nzuri, lakini ya msingi, wastani wa 7. Hata silaha ndogo zinaweza kushughulikia uharibifu mwingi, ama kwa bahati au ustadi. Tunatarajia wahusika wa kiwango cha 1 mara nyingi kuanguka kwa pigo moja.
Mhusika wa kiwango cha 2 anaweza kuwa na hp karibu mara mbili. Kwa kweli, inaweza kuwa mara mbili kwa urahisi, ikiwa watajichanganya kutoka darasa ndogo la-HD hadi darasa kubwa la-HD. Hiyo inabadilisha mchezo sana, kwa sababu ghafla unaweza kujisikia ujasiri wa kutosha kwamba hutaenda kufa ghafla kabla ya mtu yeyote kufanya chochote. Uponyaji kwa kweli unakuwa muhimu, ambapo katika kiwango cha 1 mara nyingi ni kidogo sana, kimechelewa sana.
Hasa, hii ina athari hii tu kwa sababu uharibifu haukui kwa kasi sawa. Uharibifu wa msingi wa silaha umewekwa, na alama za uwezo zinaanza na tarakimu mbili lakini hukua polepole sana kutoka hapo. Hiyo ndiyo sehemu kubwa ya uharibifu wa mapema kwa wahusika wengi. Zaidi ya hayo, nyongeza nyingi za uharibifu—inspire courage, rage, sneak attack—huja kwa 1 kwa vyovyote vile. Na wanyama wakali huelekea kuakisi mwenendo huu.
Kwa hivyo kinachotokea ni kwamba mhusika wa kiwango cha 1 hawezi kuchukua nafasi ili kutimiza jambo. Mhusika wa kiwango cha 2 anaweza kujisikia vizuri vya kutosha kuchukua nafasi angalau mara moja. Hiyo inaathiri sana mtindo wa uchezaji. Katika kiwango cha 2 D&D kwa kweli huhisi kama mchezo tofauti. Kweli, ni mchezo tofauti.
Utajiri
Wahusika huanza na vifaa vyenye thamani ya chini ya 200 gp. Hiyo haitoshi kwa silaha ya masterwork, haitoshi hata kwa silaha za kati au nzito zisizo za ufundi bora, hakika haitoshi kwa aina yoyote ya kitu cha kichawi zaidi ya labda kinachoweza kutumika cha msingi sana. Hakuna mhusika wa kiwango cha 1 hata aliye na vifaa vyao kamili vya msingi bado.
Utajiri unaotarajiwa wa mhusika wa kiwango cha 2 ni 900 gp. Hiyo inaweza kumudu silaha ya masterwork ya kitu chochote kifupi cha full-plate, na kwa silaha nyingi huacha akiba ya kutosha kwa silaha ya masterwork. Muhimu zaidi, hiyo ni pesa ya kutosha kwa chama cha 4 kumudu kwa urahisi wand ya tiba majeraha mepesi. Wand ya tiba majeraha mepesi inabadilisha mchezo. Inamaanisha unaweza kuanza kila pambano kwa hp kamili kwa urahisi. Na kwa hp ya kiwango cha 2, hiyo inamaanisha unaweza kuchukua hatari chache.
Vipengele vya kiwango cha 2
Hii inatofautiana sana kutoka darasa moja hadi lingine, lakini madarasa kadhaa hupata vipengele vikuu vya darasa katika kiwango cha 2. Kipengele cha kiwango cha 2 cha paladin, divine grace, kinaweza kuwa kipengele kikuu zaidi cha darasa katika mchezo (tukidhani hatuhesabu ""spells"" na kadhalika kama kipengele cha umoja). Rangers hawapati mtindo wao wa mapambano hadi 2. Bards hupata spells za kiwango cha 1 katika 2 (ingawa inspire courage kutoka ngazi ya 1 labda ni muhimu zaidi). Nje ya msingi, meldshapers hawapati chakra binds yoyote hadi 2, ambayo inaweza kuwaacha bila kosa lolote katika 1. Swordsages hawapati Wis-to-AC hadi 2.
Lakini wahusika wengi wako sawa tangu 1, kwa hivyo hii inaweza kutofautiana sana.
"
"Katika jedwali langu la mwonekano, ninahitaji kusogeza hadi juu. Lakini siwezi kuhakikisha kuwa kitu cha kwanza kitakuwa sehemu ya 0, safu ya 0. Labda jedwali langu la mwonekano litaanza kutoka nambari ya sehemu ya 5.
Kwa hivyo ninapata hitilafu, ninapoita:
```[mainTableView scrollToRowAtIndexPath:[NSIndexPath indexPathForRow:0 inSection:0] atScrollPosition:UITableViewScrollPositionTop animated:NO];
```
Je, kuna njia nyingine ya kusogeza hadi juu ya jedwali la mwonekano?
","Vitendo Vinavyowezekana:
1
```func scrollToFirstRow() {
    let indexPath = NSIndexPath(forRow: 0, inSection: 0)
    self.tableView.scrollToRowAtIndexPath(indexPath, atScrollPosition: .Top, animated: true)
}
```
2
```func scrollToLastRow() {
    let indexPath = NSIndexPath(forRow: objects.count - 1, inSection: 0)
    self.tableView.scrollToRowAtIndexPath(indexPath, atScrollPosition: .Bottom, animated: true)
}
```
3
```func scrollToSelectedRow() {
    let selectedRows = self.tableView.indexPathsForSelectedRows
    if let selectedRow = selectedRows?[0] as? NSIndexPath {
        self.tableView.scrollToRowAtIndexPath(selectedRow, atScrollPosition: .Middle, animated: true)
    }
}
```
4
```func scrollToHeader() {
    self.tableView.scrollRectToVisible(CGRect(x: 0, y: 0, width: 1, height: 1), animated: true)
}
```
5
```func scrollToTop(){
    self.tableView.setContentOffset(CGPointMake(0, UIApplication.sharedApplication().statusBarFrame.height ), animated: true)
}
```
Zima Usogeaji Kuelekea Juu:
```func disableScrollsToTopPropertyOnAllSubviewsOf(view: UIView) {
    for subview in view.subviews {
        if let scrollView = subview as? UIScrollView {
            (scrollView as UIScrollView).scrollsToTop = false
        }
        self.disableScrollsToTopPropertyOnAllSubviewsOf(subview as UIView)
    }
}
```
Rekebisha na utumie kulingana na mahitaji.
Swift 4
``` func scrollToFirstRow() {
    let indexPath = IndexPath(row: 0, section: 0)
    self.tableView.scrollToRow(at: indexPath, at: .top, animated: true)
  }
```"
"Nikiwa katika PhD niliunda msimbo mwingi ambao ninataka kuugeuza kuwa biashara ya kibunifu. Je, naweza kufanya hivi?
","Sijui kama kuna katazo lolote la jumla, popote pale, linalosema huwezi kutumia msimbo ulioandaliwa wakati wa PhD kwa biashara ya kibiashara - lakini vyuo vikuu vingi nchini Marekani vitakuwa na aina fulani ya mkataba wa mali miliki ili kuweka wazi mchakato wa kufanya hivyo. Utahitaji kuwasiliana na maafisa katika Chuo Kikuu chako ili kuona ni makubaliano gani unayo chini yake - lakini unapaswa kwenda hatua zaidi ya hii. Hasa, unapaswa kuona ni idara zipi zinaweza kuwepo ambazo zinaweza kukusaidia.

Angalau nchini Marekani - na nina hakika taasisi zingine nyingi ulimwenguni - kuna idara zinazobobea katika mali miliki, ""uhamishaji wa maarifa"", kampuni tanzu za ushirika, uanzishaji, ujasiriamali, n.k. Hizi zinaweza kuwa chanzo kikubwa cha usaidizi na mtandao, ikiwa zinapatikana kwako, hata kama una makubaliano ya mali miliki ambayo yanaelekeza haki mbalimbali kwa Chuo Kikuu.

Vyuo Vikuu vinataka kupata pesa kwa ajili ya miradi hii, kama vile nina hakika na wewe pia, na 100% ya $0 ni $0. Vyuo Vikuu mara nyingi hurahisisha sana mchakato wa kubadilisha kazi hii kuwa pesa, na si kawaida hata kwa mahali ambapo pamezuia sana makubaliano ya ugawaji wa haki za akili kugawa haki za matumizi na makubaliano ya mrabaha ambayo yana gharama sifuri kwa dola za kimarekani za kwanza $200,000+. Mara nyingi kuna hata ruzuku za uanzishaji zinazopatikana, vichocheo (hata kama haviitwi hivyo - maeneo ambayo hutoa nafasi na vifaa vya kusaidia biashara zinazoanza), utangulizi kwa wawekezaji, maonyesho, na zaidi. Hautajua hadi uulize na uzitafute, kwani mahali zilipo huelekea kutofautiana sana kulingana na taasisi.

Kwa asili kamili ya makubaliano ambayo yanatumika kwako, hatuwezi kusema; Nimeona kila kitu kutoka ""mwanafunzi anamiliki kazi yake mwenyewe"" hadi ""mtu yeyote anayefadhiliwa anagawa haki zote na umiliki kwa Chuo Kikuu"", na nina hakika kuna makubaliano kila mahali katikati. Una haki ya kuzikagua kabla ya uamuzi mkuu, lakini hii ni maalum sana kiasi kwamba utahitaji kuzungumza na watu wengi katika taasisi yako maalum ili kuona ni nini kinakuhusu. Unaweza pia kuhitaji kuzungumza na mtaalamu wa kisheria wa nje (wakili mwenye uzoefu katika eneo hili, n.k.) ili kuthibitisha, lakini wasimamizi wako wa eneo lako ndio mahali pako pazuri pa kwanza pa kuwasiliana ili kuona jinsi mambo yanavyofanya kazi.
"
"Katika upigaji picha, nimesikia mara nyingi maneno Bokeh, na Ukungu wa Gaussian. Kwangu mimi, inaonekana kama maneno hayo yanatumiwa karibu kwa kubadilishana, lakini katika hali zingine nimeyasikia yakilinganishwa. Tofauti ni nini, na ufafanuzi wa kila moja ni nini?
","Bokeh ni maeneo yasiyo katika umakinifu (out-of-focus) ya picha. Ukungu wa Gaussian ni algoriti ya kufifisha maeneo yaliyochaguliwa ya picha, ili kuficha maelezo au kuyafanya yaonekane nje ya umakinifu.

Tofauti kuu:

* bokeh huundwa kioptiki, ukungu wa Gaussian katika usindikaji wa baada ya upigaji picha (post-production);
* katika bokeh, kiasi cha jinsi nukta iliyo nje ya umakinifu itakavyofifia huamuliwa na umbali wake kutoka kwenye ndege ya umakinifu, ambapo ukungu wa Gaussian hutumika kwa picha ya pande mbili ambapo hakuna taarifa ya umbali iliyopo, kwa hivyo nukta zote hufifia kwa usawa;
* katika bokeh, sifa za kufifia hutegemea usanidi na umbo la uwazi wa lenzi, ambapo ukungu wa Gaussian huwa laini kila wakati;
* chanzo kidogo cha mwanga kitatolewa kama umbo lenye umbo la uwazi na kingo zilizoainishwa vizuri katika bokeh; lakini ukungu wa Gaussian huutoa kama doa yenye kingo zinazofifia;
* katika bokeh, kelele huwepo katika kiwango sawa na katika sehemu zilizo katika umakinifu za picha zenye mwangaza sawa; ukungu wa Gaussian huondoa kelele, kwa hivyo kutakuwa na kelele kidogo kuliko katika sehemu zisizo na ukungu za picha;
* katika bokeh, maeneo mepesi yatatawala juu ya maeneo meusi, wakati ukungu wa Gaussian huhifadhi uwiano wa maeneo meusi-mepezi.

Kwa hivyo, kwa ujumla, unaweza kutumia moja kuiga nyingine, lakini matokeo yatakuwa sawa tu kwa bokeh yenye kelele ndogo iliyo na vitu kwenye ndege inayofanana na ndege ya umakinifu, bila kujumuisha maeneo yoyote mepesi sana au vyanzo vya mwanga, na iliyopigwa na lenzi ambayo ina bokeh laini.
"
