prompt,output
"휴대폰을 루팅했습니다. 이제 뭘 해야 하죠? 루팅을 통해 무엇을 얻게 되나요?
","간단히 말해, 안드로이드 시스템을 루팅한다는 것은 제조업체가 설정한 제한을 극복하는 것을 의미합니다. 사람들은 다양한 이유로 루팅을 원할 수 있지만, 주된 이유는 자유입니다. 루팅된 폰을 갖는다는 것은 기기를 완전히 제어할 수 있다는 의미입니다.

사람들이 폰을 루팅하는 주된 이유는 커스텀 ROM을 설치하기 위해서입니다. 커스텀 ROM은 종종 성능 향상과 SD 카드에 앱 설치나 스크린샷 찍기와 같이 제조업체 ROM에는 없는 독점적인 기능으로 알려져 있습니다. 커스텀 ROMS는 또한 제조업체에서 버려진 기기에 대한 시스템 업데이트 대안이 될 수도 있습니다. 예를 들어, 인기 있는 ROM에 대한 리뷰를 여기에서 확인할 수 있습니다.

안드로이드 루팅을 통해 사용하지 않거나 원하지 않는 스톡 앱, 그리고 사용자 개인 정보를 침해하는 앱(CarrierIQ 참조)을 제거할 수도 있습니다. 또 다른 주요 이유는 내부 저장 공간을 더 확보하기 위해서입니다. 루팅된 기기를 통해 거의 모든 루팅 권한이 필요한 앱을 설치할 수 있습니다. 이러한 앱은 일반적으로 해당 권한 없이는 불가능한 작업을 수행하는 것을 목표로 합니다. 유용한 앱들이 이전 답변에 많이 나와 있지만, Google Play에서 더 많은 앱을 찾을 수 있습니다. 좋은 앱 목록은 여기에서 찾을 수 있습니다.
"
"```Pandas``` 또는 ```NumPy``` 변수가 ```numeric```인지 여부를 확인하는 더 나은 방법이 있습니까? 
키가 ```dtypes```이고 값이 ```numeric```/```not```인 자체 정의된 ```dictionary```가 있습니다.
","```np.issubdtype```를 사용하여 dtype이 ```np.number```의 하위 dtype인지 확인할 수 있습니다. 예시:
```np.issubdtype(arr.dtype, np.number)  # 여기서 arr은 numpy 배열입니다.
np.issubdtype(df['X'].dtype, np.number)  # 여기서 df['X']는 pandas Series입니다.
```
이 방법은 numpy의 dtype에는 작동하지만 Thomas가 언급했듯이 pd.Categorical과 같은 pandas 특정 유형에는 실패합니다. categoricals를 사용하는 경우 pandas의 ```is_numeric_dtype``` 함수가 np.issubdtype보다 더 나은 대안입니다.
```df = pd.DataFrame({'A': [1, 2, 3], 'B': [1.0, 2.0, 3.0],
                   'C': [1j, 2j, 3j], 'D': ['a', 'b', 'c']})
df
Out:
   A    B   C  D
0  1  1.0  1j  a
1  2  2.0  2j  b
2  3  3.0  3j  c
df.dtypes
Out:
A         int64
B       float64
C    complex128
D        object
dtype: object
```

```np.issubdtype(df['A'].dtype, np.number)
Out: True
np.issubdtype(df['B'].dtype, np.number)
Out: True
np.issubdtype(df['C'].dtype, np.number)
Out: True
np.issubdtype(df['D'].dtype, np.number)
Out: False
```
여러 열에 대해서는 np.vectorize를 사용할 수 있습니다.
```is_number = np.vectorize(lambda x: np.issubdtype(x, np.number))
is_number(df.dtypes)
Out: array([ True,  True,  True, False], dtype=bool)
```
그리고 선택을 위해 pandas는 이제 ```select_dtypes```를 가지고 있습니다.
```df.select_dtypes(include=[np.number])
Out:
   A    B   C
0  1  1.0  1j
1  2  2.0  2j
2  3  3.0  3j
```"
"2-SAT를 해결하는 다항식 알고리즘을 접하게 되었습니다. 모든 (또는 다른 많은) SAT 인스턴스가 NP-완전인데 2-SAT가 P에 속한다는 것이 당혹스럽습니다. 무엇이 이 문제를 다르게 만드는 것일까요? 무엇이 그렇게 쉽게 만드는 것일까요 (NL-완전 - 심지어 P보다 더 쉬움)?
","다음은 MGwynne의 답변과 유사하게 직관적이고 허세 없는 추가 설명입니다.
$2$-SAT에서는 $a \Rightarrow b$ 형태의 함축만 표현할 수 있습니다. 여기서 $a$와 $b$는 리터럴입니다. 더 정확히 말하면, 모든 $2$-절 $l_1 \lor l_2$는 $\lnot l_1 \Rightarrow l_2$와 $\lnot l_2 \Rightarrow l_1$이라는 함축 쌍으로 이해할 수 있습니다. $a$를 참으로 설정하면 $b$도 참이어야 합니다. $b$를 거짓으로 설정하면 $a$도 거짓이어야 합니다. 이러한 함축은 간단합니다. 선택의 여지가 없고, 단 하나의 가능성만 있으며, 사례의 곱셈을 위한 여지가 없습니다. 가능한 모든 함축 체인을 따라가면서 $l$로부터 $\lnot l$을, $\lnot l$로부터 $l$을 모두 도출하는지 확인하기만 하면 됩니다. 일부 $l$에 대해 그렇게 하는 경우 2-SAT 공식은 충족 불가능하고, 그렇지 않으면 충족 가능합니다. 가능한 함축 체인의 수는 입력 공식의 크기에 따라 다항식으로 제한됩니다.
$3$-SAT에서는 $a \Rightarrow b \lor c$ 형태의 함축을 표현할 수 있습니다. 여기서 $a$, $b$, $c$는 리터럴입니다. 이제 문제가 발생합니다. $a$를 참으로 설정하면 $b$ 또는 $c$가 참이어야 하지만 어느 것이 참이어야 할까요? 선택을 해야 합니다. 2가지 가능성이 있습니다. 여기서 사례 곱셈이 가능해지고 조합 폭발이 발생합니다.
다시 말해, $3$-SAT는 두 개 이상의 가능성이 있음을 표현할 수 있는 반면, $2$-SAT는 그러한 능력이 없습니다. NP-완전 문제의 전형적인 조합 폭발을 일으키는 것은 바로 이러한 두 개 이상의 가능성(3-SAT의 경우 2가지 가능성, k-SAT의 경우 k-1가지 가능성)의 존재입니다.
"
"섹튬셈프라가 용서받을 수 없는 저주가 아닌 이유는 무엇인가요?
","섹튬셈프라를 아는 사람은 많지 않았다. 금지하려면 존재한다는 사실을 알아야 한다.
세베루스 스네이프는 호그와트에 재학 중 섹튬셈프라를 창안하여 자신의 마법약 책에 기록했다. 그는 많은 사람들에게 그 주문에 대해 말하지 않은 것 같고, 아예 아무에게도 말하지 않았을 가능성이 있다.

""해리는 책갈피가 접힌 페이지 모서리를 발견하고 다시 책을 치우려다 그 페이지로 돌아갔고, 그곳에서 몇 주 전에 표시해 둔 '적들을 위해'라는 설명이 붙은 섹튬셈프라 주문을 보았다."" - 해리 포터와 혼혈 왕자, 24장 (섹튬셈프라)

그의 책은 해리가 발견할 때까지 숨겨져 있었고, 해리 또한 마법사 세계의 다른 사람들에게 그 주문에 대해 말하지 않았다. 세베루스 자신은 불사조 기사단이 일곱 명의 해리를 이동시킬 때 섹튬셈프라를 사용하는 모습이 목격되었고, 해리는 스네이프의 오래된 책에서 그 주문을 발견한 후 몇 번 사용했다. 루핀은 스네이프의 특기 중 하나로 그것을 묘사했기 때문에 그 주문에 대해 알고 있다.
그러나 그들은 아마도 그 주문을 아는 몇 안 되는 사람들일 것이다. 그 주문은 세 가지 용서받지 못할 저주처럼 널리 알려져 있지 않다. 죽음을 먹는 자나 불사조 기사단 중 누구도 그 주문을 사용했다는 언급이 없다. 아마도 마법부는 그 주문의 존재조차 몰랐을 것이다. 따라서 마법부는 그 주문이 존재한다는 사실조차 몰랐을 것이므로 용서받지 못할 저주로 분류할지 여부를 결정할 수조차 없었을 것이다.
만약 마법부가 그 주문에 대해 알았다면 용서받지 못할 저주로 분류되었을까?
그것이 용서받지 못할 저주로 분류되지 않은 이유는 마법부가 그 주문에 대해 몰랐기 때문일 것이다. 그들은 존재조차 모르는 것에 대해 어떤 결정도 내릴 수 없다. 그것만으로는 마법부가 그 주문에 대해 알았다면 용서받지 못할 저주로 분류했을지 여부를 알 수 없다.
잠재적으로 해로운 주문이라고 해서 모두 용서받지 못할 저주로 분류되는 것은 아니다.
마법부가 섹튬셈프라에 대해 알았다고 해서 그것이 용서받지 못할 저주로 분류될 것이라고 단정할 수는 없다. 분명히 해를 끼칠 수 있는 다른 주문들도 있다. 몇 가지 예를 들자면, 콘프링고, 플래그런트, 악마의 화염 창조는 모두 잠재적으로 해롭지만 용서받지 못할 저주는 아니다.
왜 그 세 가지 저주가 용서받지 못할 저주로 분류되고 다른 주문들은 그렇지 않은지 언급된 적은 없지만, 그 이유는 악의적인 용도 외에는 거의 사용되지 않기 때문일 가능성이 높다. 용서받지 못할 저주를 사용한 것에 대한 형벌은 아즈카반에서 평생 동안 수감되는 것이므로, 악의적인 용도 외에는 사용될 가능성이 매우 낮은 최악의 저주만이 용서받지 못할 저주로 지정될 것이다.

""자... 저 세 가지 저주 - 아바다 케다브라, 임페리우스, 크루시아투스 - 는 용서받지 못할 저주로 알려져 있습니다. 그중 어느 하나라도 인간에게 사용하는 것은 아즈카반에서 종신형을 선고받기에 충분합니다."" - 해리 포터와 불의 잔, 14장 (용서받지 못할 저주)

그렇다면 섹튬셈프라는 용서받지 못할 저주로 지정될 기준에 부합할까?
아마도 아닐 것이다. 그것은 칼처럼 사물을 베어 가른다. 칼, 나이프 또는 기타 절단 도구로 할 수 있는 모든 것에 사용할 수 있다. 사람에게 사용하는 것은 용서받지 못할 것으로 간주될 수 있지만, 그 주문 자체는 단순히 베는 행위일 뿐이다. 마법사가 악의적인 의도 없이 합리적으로 베고 싶어 할 만한 것들이 많다. 야채, 밧줄, 천, 건축 자재. 이 때문에 마법부가 그 주문에 대해 알았다고 해도 용서받지 못할 저주로 분류되지는 않을 것 같다.
게다가 섹튬셈프라에는 대응 주문이 있다.

""해리를 거칠게 밀어 제치고 그는 말포이 옆에 꿇어앉아 지팡이를 꺼내 해리의 저주로 생긴 깊은 상처 위로 대고 노래처럼 들리는 주문을 읊조렸다. 멈추지 않던 피가 멎는 것 같았다. 스네이프는 말포이의 얼굴에 남은 핏자국을 닦아내고 주문을 반복했다. 이제 상처가 아물기 시작했다."" - 해리 포터와 혼혈 왕자, 24장 (섹튬셈프라)

섹튬셈프라로 인한 상처는 간단한 치료 마법으로는 치유할 수 없지만, 실제로는 대응 주문으로 치유할 수 있다.
결론적으로, 마법부가 섹튬셈프라에 대해 알았다고 해도 용서받지 못할 저주로 지정되지는 않을 것이다.
"
"C# 프로그램에 딜레이를 추가하는 방법은 무엇입니까?
","2~3초 간격으로 설정된 타이머를 사용하세요.

작성 중인 애플리케이션의 유형에 따라 세 가지 옵션 중에서 선택할 수 있습니다.

* ```System.Timers.Timer```
* ```System.Windows.Forms.Timer```
* ```System.Threading.Timer```

애플리케이션이 해당 스레드에서 입력을 동시에 처리해야 하는 경우(WinForms, WPF) ```Thread.Sleep```을 사용하지 마십시오. ```Sleep```은 스레드를 완전히 잠그고 다른 메시지 처리를 방해하기 때문입니다. 대부분의 단일 스레드 애플리케이션을 가정하면 의도한 대로 작업을 지연시키는 것이 아니라 전체 애플리케이션이 응답을 멈춥니다. 순수 콘솔 애플리케이션에서는 처리할 ""이벤트""가 없거나 별도의 스레드에 있는 경우 Sleep을 사용해도 괜찮을 수 있습니다 (또한 ```Task.Delay```가 더 나은 옵션입니다).

타이머와 ```Sleep``` 외에도 스레드가 이벤트를 처리하는 것을 차단하지 않는 ```Sleep```의 비동기 버전인 ```Task.Delay```를 사용할 수 있습니다 (올바르게 사용된 경우 - ```.Wait()```로 무한 슬립으로 만들지 마십시오).
``` public async void ClickHandler(...)
 {
      // 지연 전에 해야 할 모든 작업이 여기에 들어갑니다.
      await Task.Delay(2000);
      // 지연 후에 해야 할 모든 작업.
 }
```
C# 7.1을 사용하는 경우 콘솔 애플리케이션의 ```Main``` 메서드에서 동일한 ```await Task.Delay(2000)```을 사용할 수 있습니다 (MSDN 블로그의 Async main).

참고: ```Sleep```을 사용하여 작업을 지연시키는 것은 타이머/```Delay```를 사용하여 여러 작업을 시작할 가능성에서 발생하는 경쟁 조건을 피하는 데 도움이 됩니다. 불행히도 UI 기반 애플리케이션을 멈추는 것은 허용되지 않으므로 여러 지연을 시작하는 경우 (예: 버튼 클릭으로 트리거되는 경우) 어떤 일이 발생하는지 생각해야 합니다. 해당 버튼을 비활성화하거나, 타이머/작업을 취소하거나, 지연된 작업을 여러 번 안전하게 수행할 수 있는지 확인하는 것을 고려하십시오.
"
"```cp -Rf foo/bar/* bar/
```
","`bar/`를 `foo/`와 똑같이 만들고 싶다면 `rsync`를 사용하세요:
```rsync -a --delete foo/ bar/
```
몇 가지만 변경되었다면 디렉터리 전체를 제거하고 다시 복사하는 것보다 훨씬 빠르게 실행됩니다.

* `-a`는 '아카이브 모드'로, `foo/`의 파일을 `bar/`에 충실하게 복사합니다.
* `--delete`는 `foo/`에 없는 추가 파일을 `bar/`에서 제거하여 `bar/`가 결국 동일하게 되도록 합니다.
* 무엇을 하고 있는지 보고 싶다면 자세한 정보와 사람이 읽기 쉽게 하도록 `-vh`를 추가하세요.
* 참고: `foo` 뒤에 슬래시가 필요합니다. 그렇지 않으면 `rsync`는 `foo/`를 `bar/` 자체를 덮어쓰는 대신 `bar/foo/`에 복사합니다.

* (rsync의 디렉터리 뒤에 오는 슬래시는 혼란스럽습니다. 관심이 있다면 여기 설명을 참조하세요. 슬래시는 rsync에게 디렉터리 자체보다 디렉터리 내용을 참조하도록 지시합니다. 따라서 `foo/`의 내용에서 `bar/`의 내용으로 덮어쓰려면 둘 다 슬래시를 사용합니다. 슬래시가 없으면 예상대로 작동하지 않기 때문에 혼란스럽습니다. rsync는 소스 경로에 슬래시가 없더라도 대상 경로에 슬래시가 있는 것처럼 항상 해석합니다. 따라서 `foo/`의 내용을 `bar/`에 복사하려면 소스 경로에 슬래시가 있어야 대상 경로에 자동으로 추가된 슬래시와 일치시킬 수 있습니다. 디렉터리 `foo/` 자체가 `bar/`에 `bar/foo`로 들어가는 것이 아니라 말입니다.)

`rsync`는 매우 강력하고 유용합니다. 다른 기능도 궁금하면 살펴보세요(예: ssh를 통한 복사).
"
"엘프들이 왜 그렇게 빨리 사라지는 특별한 이유라도 있나요? 사우론과의 첫 전쟁 이후, 엘프들이 거의 전멸해서 3부작에서는 군사적으로 거의 쓸모없게 된 것으로 기억합니다. 하지만 제 생각에는 인간도 그에 못지않게, 어쩌면 더 큰 손실을 겪었을 겁니다.

어쨌든, 다른 종족들은 인구수를 늘리는 데 훨씬 더 능숙한 것 같은데, 엘프 아이들은 거의 (혹은 아예?) 없는 것 같습니다. 엘프가 불멸이라는 점을 고려하면, 그들의 인구수가 가장 빠르게 증가해야 하지 않나요? 또한 그들은 영원히 40세 정도의 모습으로 보이는데, 그렇다면 그들도 영원히 임신이 가능한가요? 왜 그들은 아이를 더 많이 낳고 더 큰 사회를 건설하지 않을까요?
","톨킨은 &quot;엘다르의 법과 풍습&quot;이라는 에세이에서 이 문제를 직접 다룹니다. 여기에는 본질적으로 두 가지 문제가 있습니다.

* 엘프의 성욕은 시간이 지남에 따라 줄어듭니다. 일반적인 믿음과는 달리 (그리고 인간의 관점에서 보이는 겉모습과는 달리) 엘프도 나이를 먹습니다. 그리고 나이가 들수록 번식에 대한 관심이 줄어듭니다.
* 아이를 갖는 것은 매우 힘든 일입니다. 엘프는 인간에 비해 아이를 낳는 과정이 육체적으로나 정신적으로 더 큰 타격을 준다고 믿습니다. 자녀를 많이 갖는 것을 꺼리는 것은 이해할 만합니다. 만약 그렇게 하는 것이 당신을 죽일 수도 있다면, 열두 명의 아이를 갖는 것이 무슨 의미가 있겠습니까?

&quot;법과 풍습&quot;에서:

엘다르는 (인간이 생각하는 것처럼) 몸이 늙지 않으므로 그들의 삶의 어느 시점에서든 아이를 낳을 수 있다고 생각할 수도 있습니다. 그러나 그렇지 않습니다. 엘다르는 실제로 나이를 먹습니다. 비록 느리긴 하지만 말입니다. 그들의 삶의 한계는 아르다의 삶이며, 이는 인간의 계산을 넘어 매우 길지만 무한하지 않으며 또한 나이를 먹습니다. 게다가 그들의 몸과 정신은 분리되지 않고 일관성이 있습니다. 세월의 무게와 그 모든 욕망과 생각의 변화가 엘다르의 정신에 쌓이면서 그들의 몸의 충동과 기분도 변합니다. [...]
또한 엘다르는 아이를 낳고 (잉태하고), 아이를 낳는 데 있어서 그들의 존재의 더 큰 몫과 힘, 즉 정신과 육체가 소모된다고 말합니다. 이는 필멸의 아이를 만드는 것보다 더 큽니다. 이러한 이유로 엘다르는 아이를 적게 낳았습니다. 또한 그들의 출산 시기는 젊거나 초기 생애에 있었으며, 이상하고 힘든 운명이 그들에게 닥치지 않는 한 그러했습니다.
가운데땅 역사 X 모르고스의 반지 3부: &quot;후기 퀜타 실마릴리온&quot; 2장: &quot;제2단계&quot; 엘다르의 법과 풍습

그들의 정신과 육체에 미치는 영향에 대한 마지막 요점은 좀 더 자세히 설명할 가치가 있으며, 다행히도 톨킨은 에세이 후반부에서 이를 설명합니다.

[모든 엘다르는 그들 자신 안에서 그것을 알고 있기 때문에] 아이를 낳고 기르는 동안 그들의 정신과 육체의 많은 힘이 자녀에게 전달된다고 말했습니다. 그러므로 그들은 태어나지 않은 페아(영혼)조차도 어머니가 흐론도(몸; 나중에 흐로아라는 단어로 변경됨)를 낳고 기르는 동안 어머니의 페아로부터 직접적인 영양분을 얻고, 아버지의 페아는 어머니의 페아와 결합되어 그것을 지탱하므로 아버지로부터도 간접적으로 그러나 동등하게 영양분을 얻는다고 믿습니다.
가운데땅 역사 X 모르고스의 반지 3부: &quot;후기 퀜타 실마릴리온&quot; 2장: &quot;제2단계&quot; 엘다르의 법과 풍습
"
"채식주의자나 비건이 되는 윤리적 이유 외의 다른 이유들은 무엇인가요?
","윤리적 이유 외에도 사람들이 채식주의자/비건이 되는 데에는 여러 가지 이유가 있으며, 이에 국한되지는 않지만 다음과 같습니다.

* 종교/문화 - 전 세계 채식주의자의 대부분은 인도에 거주하며, 주로 문화/개인적 신념 때문이지만 주요 종교(힌두교/시크교/자이나교 등)와 관련되어 있으며, 채식을 장려합니다. 일부 불교 종파 또한 육식을 하지 않는 것을 긍정적으로 보며, 제칠일안식일예수재림교회도 마찬가지입니다.
* 환경 - 토지 황폐화 감소, 기후 변화, 생물 다양성 보호 등. 축산업은 지구와 환경에 막대한 문제를 야기합니다.
* 건강 - 또 다른 중요한 이유입니다. 채식주의자나 비건이 된다고 해서 건강이 자동으로 좋아지는 것은 물론 아닙니다 (정크 푸드만 먹고 살기도 쉽습니다). 하지만 식물성 식단이 일반적인 서구식 식단보다 심장 질환 위험 감소, 낮은 BMI, 낮은 콜레스테롤 등 과학적으로 입증된 많은 이점이 있습니다.
* 정치 - 덜 일반적인 이유지만 여전히 존재합니다. 어떤 사람들은 정치적 신념에 따라 채식주의자나 비건이 되기도 하며, 그 이유는 정치적 신념과 교차되는 가치관이 얼마나 많은지 깨닫기 때문입니다 (예: 무정부주의에서 비건 무정부주의까지).
"
"어머니께서 2028년에 만료되는 영주권이 있으신데 코로나19 여행 제한으로 인해 1년 넘게 영국에 계셨습니다. 지금 입국하실 수 있나요?
","만약 그녀가 유효한 재입국 허가서가 없다면, 8 CFR 211.1(a)에 명시된 돌아오는 이민자의 입국에 허용되는 서류 중 하나를 기술적으로 가지고 있지 않은 것입니다. 영주권은 1년 이상 부재 후에는 허용되는 서류 중 하나가 아니며, 그녀는 재입국 허가서나 이민 비자와 같은 다른 서류도 가지고 있지 않습니다.

그러나 8 CFR 211.1(b)(3) 및 8 CFR 211.4에 따라, 입국항의 이민국 직원은 그녀가 거주지를 포기하지 않았다고 판단하는 경우, 서류 요건을 충족하지 못한 것을 면제할 권한이 있습니다. 그들은 종종 그것이 처음이고, 부재 기간이 1년을 크게 넘지 않으며, 더 일찍 돌아오지 못한 정당한 이유(예: COVID-19)가 있는 경우 면제를 승인합니다. 따라서 그녀가 미국의 입국항에 도착할 수 있다면, 그들이 그녀를 그냥 들여보내 줄 가능성이 높으며, 아마도 경고와 함께일 것입니다.

직원은 그녀의 입국을 거부하고 그녀에게 영주권을 포기하는 I-407에 자발적으로 서명하도록 압력을 가할 수 있습니다. 이것은 자발적이며, 그녀는 거부할 수 있습니다. 그녀가 거부하면, 그들은 그녀에게 나중에 이민 법원에서 추방 절차에 대한 출석 통지서를 발급할 것입니다. 그곳에서 그녀는 자신의 사례를 이민 판사에게 제시할 수 있으며, 이민 판사가 그녀가 거주지를 포기하지 않았다고 판단하면, 이민 판사는 그녀의 서류 요건 미충족에 대한 면제를 승인할 수 있습니다(이것을 이민국 직원의 결정에 대한 두 번째 의견이라고 생각하십시오).

이 모든 것에 대한 또 다른 선택 사항은 그녀가 미국 영사관에서 SB1 재정착 비자를 신청할 수 있다는 것입니다 (이것은 이민 비자이므로 서류 요건을 충족할 것입니다). 그러나 이것은 통제할 수 없는 상황으로 인해 더 일찍 돌아올 수 없었음을 보여줘야합니다 (거주지를 포기하지 않았음을 보이는 것보다 증명하기 어려울 수 있음). 또한 비자 거부에 대한 항소는 없습니다.
"
"LXX는 70인역(Septuagint)을 의미하며, 고대 히브리어 성경(구약)의 그리스어 번역본입니다. 구약 성경의 그리스어 번역이 존재한다는 사실이 주목할 만한 이유는 다음과 같습니다.

1.  **역사적 중요성:** 기원전 3세기경에 번역된 것으로 추정되며, 가장 오래된 구약 성경 번역본 중 하나입니다.
2.  **문화적 확산:** 헬레니즘 시대에 그리스어를 사용하는 유대인 공동체와 초기 기독교인들에게 성경을 널리 보급하는 데 기여했습니다.
3.  **신약과의 연관성:** 신약성경 저자들이 구약성경을 인용할 때 때때로 70인역을 사용했습니다.
4.  **본문 비평적 가치:** 히브리어 원본과 비교 연구를 통해 성경 본문을 이해하는 데 중요한 자료가 됩니다.

원본 언어의 사본을 직접 참조하는 것이 더 좋지 않겠느냐는 질문에 대해서는, 이상적으로는 그것이 가장 정확한 방법일 수 있습니다. 하지만 70인역도 다음과 같은 이유로 가치가 있습니다.

1.  **초기 번역의 증거:** 초기 번역이 존재했다는 사실은 그 당시 히브리어 성경 본문의 상태를 엿볼 수 있게 해줍니다.
2.  **언어적, 문화적 통찰력:** 번역 과정에서 사용된 어휘와 표현을 통해 당시의 언어와 문화적 배경을 이해하는 데 도움이 됩니다.
3.  **다양한 관점:** 번역은 단순히 단어를 바꾸는 것이 아니라 해석의 과정이기도 하므로, 70인역은 히브리어 성경에 대한 고대 유대인들의 이해 방식을 보여줍니다.

따라서 원본 언어의 사본을 우선적으로 참고해야 하지만, 70인역 또한 성경 연구에 중요한 자료로 활용될 수 있습니다.
","1947년 이전에는 칠십인역이 마소라 사본의 타나크보다 더 오래된 전통을 대표한다고 주장할 만한 충분한 근거가 있었습니다. 칠십인역은 기원전 132년 이전에 (아마도 기원전 3세기에) 제작되었고, 가장 오래된 것으로 알려진 마소라 사본은 서기 10세기로 거슬러 올라가므로, 그리스어 번역본은 성경의 초기 해석을 화석화했을 수 있는 반면, 히브리어는 계속 필사되고 잠재적으로 변경되었을 수 있습니다. 칠십인역의 우위를 더욱 뒷받침하기 위해 초기 기독교 및 헬레니즘 유대교 문헌은 히브리어 자료로 돌아가기보다는 해당 번역본을 사용하는 경향이 있었습니다.

흥미로운 반론은 제롬의 라틴어 번역본(불가타)에서 가장 오래된 마소라 사본까지 600년 동안 히브리어가 충실하게 필사된 것으로 보인다는 관찰에서 비롯됩니다. 이는 유대교 서기관들이 경전을 복제하는 데 극히 신중했다는 것을 시사합니다.

1947년 이후 증거는 바뀌었습니다. 위키피디아에 따르면:

  [대부분의] 쿰란 단편은 현존하는 다른 어떤 텍스트 그룹보다 마소라 본문에 더 가깝게 분류될 수 있습니다. 로렌스 쉬프만에 따르면 60%는 원-마소라 유형으로 분류될 수 있고, 추가로 20%는 원-마소라 본문에 기반한 쿰란 스타일로 분류될 수 있는 반면, 5%는 원-사마리아 유형, 5%는 칠십인역 유형, 10%는 정렬되지 않은 유형으로 분류될 수 있습니다. 요셉 피츠마이어는 특히 쿰란 4번 동굴에서 발견된 내용에 대해 다음과 같이 언급했습니다. ""구약 성경의 이러한 고대 교정본 형태는 한때 존재했던 예상치 못한 본문의 다양성을 입증합니다. 이러한 본문은 지금까지 부여된 것보다 훨씬 더 많은 연구와 관심을 받을 가치가 있습니다. 따라서 칠십인역의 차이점은 더 이상 히브리어를 그리스어로 번역하려는 서투르거나 편향된 시도의 결과로 간주되지 않습니다. 오히려 기독교 이전 히브리어 본문의 다른 형태를 증언합니다.""

또 다른 기사에서는 해당 카테고리의 의미를 자세히 설명합니다.
몇 가지 주의 사항이 있습니다.

* 종교 텍스트에 대한 쿰란 조사는 정치 문제에 대한 히피 공동체 조사와 다소 유사해 보입니다. 즉, 어느 정도 편향을 경험할 가능성이 높습니다. 예루살렘에서 비슷한 컬렉션을 얻을 수 있다면 더 많은 합의를 찾을 수 있을 것이고 MT 측을 지지할 가능성이 높습니다. 비경전 텍스트의 다양성을 감안할 때 60%는 상당히 확실한 지원으로 보입니다.
* 가능성은 낮지만 칠십인역과 관련된 히브리어 두루마리가 그리스어의 영향을 받았을 연대기적 가능성이 존재합니다. (어느 쪽이든 참고 자료를 주시면 감사하겠습니다.)

따라서 번역본을 제작한 알렉산드리아 유대인 공동체를 들여다볼 수 있는 창이 남아 있습니다. 유대교 신앙의 발전에 관심이 있는 사람들에게는 매우 유용할 수 있습니다. N. T. 라이트의 책 ""하나님의 아들의 부활""은 칠십인역 번역자들이 다니엘과 에스겔의 부활에 관한 주요 구절을 은유적이라기보다는 문자 그대로 해석하기로 선택했음을 보여줍니다. 그는 이를 통해 예수 시대에 육체적 부활에 대한 믿음이 다른 학자들이 주장하는 것보다 더 흔했다고 주장합니다.
"
"HTML:
```html

```

jQuery:
```javascript
$(""#edit"").click(function(event){
   event.preventDefault();
   $('.inputDisabled').removeAttr(""disabled"");
});
```","jQuery를 사용할 때 요소 활성화/비활성화 시에는 항상 ```prop()``` 메서드를 사용하십시오 (이유는 아래 참조).
귀하의 경우 다음과 같습니다:
```javascript
$(&quot;#edit&quot;).click(function(event){
   event.preventDefault();
   $('.inputDisabled').prop(&quot;disabled&quot;, false); // 요소가 이제 활성화되었습니다.
});
```
jsFiddle 예시는 [여기](링크 삽입).

```attr()```/```removeAttr()```를 사용하여 이 작업을 수행할 수 있는데 왜 ```prop()```을 사용해야 할까요?

기본적으로 ```prop()```은 (```autoplay```, ```checked```, ```disabled```, ```required``` 등과 같은) 속성을 가져오거나 설정할 때 사용해야 합니다.
원하는 작업을 ```attr()```/```removeAttr()```를 사용하여 기술적으로 수행할 수 있지만, 그렇다고 그렇게 해야 한다는 의미는 아니며, 이 경우와 같이 이상하거나 문제가 될 수 있는 동작을 유발할 수 있습니다.

&quot;속성과 프로퍼티의 차이는 특정 상황에서 중요할 수 있습니다. jQuery 1.6 이전에는 ```.attr()``` 메서드가 일부 속성을 검색할 때 프로퍼티 값을 고려하여 일관성 없는 동작을 유발할 수 있었습니다. jQuery 1.6부터는 ```.prop()``` 메서드가 프로퍼티 값을 명시적으로 검색하는 방법을 제공하는 반면, ```.attr()```은 속성을 검색합니다.&quot;
&quot;프로퍼티는 일반적으로 직렬화된 HTML 속성을 변경하지 않고 DOM 요소의 동적 상태에 영향을 미칩니다. 예를 들어 입력 요소의 ```value``` 프로퍼티, 입력 및 버튼의 ```disabled``` 프로퍼티 또는 확인란의 ```checked``` 프로퍼티가 있습니다. ```.attr()``` 메서드 대신 ```.prop()``` 메서드를 사용하여 ```disabled``` 및 ```checked```를 설정해야 합니다.  ```value```를 가져오고 설정하려면 ```.val()``` 메서드를 사용해야 합니다.&quot; - prop()에 대한 jQuery 문서

jQuery 3.0 이전 (2016년 이전)
```removeAttr()``` 대신 ```prop```을 사용해야 하는 이유는 ```removeAttr()```가 ```disabled``` 속성 자체를 완전히 제거하기 때문입니다. 이 메서드는 단순히 해당 프로퍼티 이름을 ```false```로 설정합니다:

jQuery 3.0 이전에는 checked, selected 또는 readonly와 같은 부울 속성에서 .removeAttr()을 사용하면 해당 이름의 프로퍼티도 false로 설정되었습니다. 이 동작은 이전 버전의 Internet Explorer에 필요했지만 속성은 초기 값을 나타내고 프로퍼티는 현재 (동적) 값을 나타내므로 최신 브라우저에서는 올바르지 않습니다. - jQuery 3.0 주요 변경 사항

반면 ```prop()```은 단순히 프로퍼티의 기본 부울 값을 false로 설정합니다.
"
